Timestamp,"1. Do you have a social media account? (e.g., Facebook, Twitter, etc.)",2. Which social media account do you use usually?,3. Which device do you usually use to connect social media?,4. Which type of internet connection do you use?,5. How long have you been using a social media account?,6. How frequently do you post (upload status or add photos/videos) on social media? ,7. How much time do you spend daily in social media?,8. When do you usually use social media?,9. How many friends do you have on social media?,10. How many friends do you know personally in social media? ,11. How many groups you are tagged in social media?,12. What is your main purpose for using social media (e.g. Facebook)?,13. What contents do you mainly look for in your social media news feed?,14.Do you believe social media is a good thing?,"15. When you see something in social media, do you instantly believe it?",16. Have you ever experienced peer pressure due to social media?,"17. Does your emotion get influenced by other's posts (success, failure, loss)? ",18. Have you ever compared yourself with other’s success or luxurious life?,"19. Do you think, your mental wellbeing would be better if you do not use social media?","20. If answer is yes, are you trying to control that thing and trying to reduce the use of social media?",21. Please write your age in years (number).,22. Gender,23. Marital Status,24. Religion,25. Education,26. Profession,27. Monthly income,28. Area of residence,29. Living with-,30. Body weight (Kg),31. Height (m),32. Smoking habit,"1. In the past 30 days, do you feel lack of companionship?","2. In the past 30 days, there is no one I can turn to","3. In the past 30 days, I feel left out.","4. In the last 30 days, I feel isolated from others.","5. In the last 30 days, I am unhappy being so withdrawn.","6. In the last 30 days, people are around me but not with me.","7. In the last 30 days, I am an outgoing person.","8. In the last 30 days, I can find companionship when I want it.","1 In the last 30 days, little interest or pleasure in doing things.","2. In the last 30 days, feeling down, depressed or hopeless.","3. In the last 30 days, trouble falling or staying asleep, sleeping too much","4. In the last 30 days, Feeling tired or having little energy.","5. In the last 30 days, poor appetite or over-eating.","6. In the last 30 days, feeling bad about yourself-or that you are a failure or have let yourself or your family down.","7. In the last 30 days, trouble concentrating on things, such as reading the newspaper or watching television.","8. In the last 30 days, moving or speaking so slowly or the opposite-moving around a lot more than usual.","9. In the last 30 days, thoughts that you would be better off dead, or of hurting yourself.","1. In the last 30 days, I am feeling nervous, anxious, or on edge","2. In the last 30 days, I an not being able to stop or control worrying","3. In the last 30 days, I am worrying too much about different things.","4. In the last 30 days, I felt trouble in relaxing.","5. In the last 30 days, I am being so restless that it's hard to sit still","6. In the last 30 days, I becoming easily annoyed or irritable.","7. In the last 30 days, I am feeling afraid as if something awful might happen.",1. When I am usually gone to bed?,2. How long (in minutes) has it taken you to fall asleep each night?,3. When have you usually gotten up in the morning?,4. How many hours of actual sleep do you get at night?,5.  How many hours were you in bed?,"6. In last 30 days, How many times, I cannot get to sleep within 30 minutes?","7. In last 30 days, How many times, I wake up in the middle of the night or early morning?","8. In last 30 days, How many times, I had to get up to use the bathroom?","9. In last 30 days, How many times, I cannot breathe comfortably?","10. In last 30 days, How many times, I cough or snore loudly?","11. In last 30 days, How many times, I feel too cold?","12. In last 30 days, How many times, I feel too hot?","13. In last 30 days, How many times, I saw bad dreams?","14. In last 30 days, How many times, I have pain during sleep?","15. In last 30 days, How many times, I having trouble sleeping for any other reason?","16. In last 30 days, In last month, have you take medicines for sleep?","17. In last month, how many times you cannot sleep due to any program or other important case?","18. In last month, how many times you face problems to maintain program or other important case?","19. During the past month, how would you rate your sleep quality overall?"
2021-03-01 06:52:23.199,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),2-5 years,1-2 per day,1-3 hours,Night to late night,,Many of them,,Running business,To stay connected with people,Yes,No,Yes,Not at all,Most of the times,Yes,Trying to reduce the use,48.0,Male,Married,Muslim,Graduate Level,Self-employed/Entrepreneur/Business,"Above 70,000 Tk",Urban Area,With family,65.0,1.6764,Smoker,Sometimes,Rarely,Never,Never,,Rarely,Never,,Several days,Half of days,,Several days,Several days,Not at all,Several days,Several days,Not at all,Several days,Several days,Several days,Several days,Half days,Half days,Several days,10.01 PM to 12.00 AM,More than 132,5.01 AM to 7.00 AM,4-6 hours,5-7 hours,Less then once a week,Less then once a week,Less then once a week,,Less then once a week,Not during last month,Less then once a week,Less then once a week,Less then once a week,Once or twice a week,Less then once a week,Less then once a week,Once or twice a week,Farely bad
2021-02-25 23:49:22.634,,Facebook,Mobile Phone,Mobile data,5-10 years,1-2 per day,3-5 hours,Frequently at anytime,500-2000,,Less than 5,To stay connected with people,Updates of people,No,No,Yes,Sometimes,All the times,Yes,Not trying,26.0,Female,Married,Muslim,Graduate Level,Govt. job,"10,000-40,000 Tk",Rural Area,With family,65.0,1.6764,Non-smoker,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Several days,,Several days,Half of days,Half of days,Several days,Several days,,Half of days,Several days,Several days,Several days,Several days,,Nearly everyday,Several days,10.01 PM to 12.00 AM,Within 15 minutes,5.01 AM to 7.00 AM,7-8 hours,5-7 hours,Not during last month,Less then once a week,Less then once a week,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Less then once a week,Less then once a week,Not during last month,,Less then once a week,Farely good
,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),5-10 years,Less than 1 per day,1-3 hours,Night to late night,Less than 500,,5-10,To stay connected with people,To stay connected with people,,No,No,,Never,No,Not trying,23.0,Male,Unmarried,Muslim,Graduate Level,Private job,"10,000-40,000 Tk",Urban Area,With family,,1.6764,Smoker,Never,,Never,Never,Never,Rarely,Often,Often,Half of days,Not at all,Several days,Several days,,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Several days,Several days,,Not at all,Not at all,12.01 AM to 2.00 AM,16-30,7.01 AM to 9.00 AM,7-8 hours,8-10 hours,Once or twice a week,Not during last month,Not during last month,Less then once a week,Once or twice a week,Not during last month,Less then once a week,Less then once a week,Not during last month,Not during last month,Not during last month,Less then once a week,Less then once a week,Farely good
2021-02-20 18:23:06.952,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),5-10 years,,1-3 hours,Night to late night,500-2000,Most of them,Less than 5,To stay connected with people,Updates of current affairs/news,,No,Yes,Sometimes,Most of the times,Yes,Trying to stop the use,22.0,Male,Unmarried,Muslim,Graduate Level,Unemployed including students,No income,Urban Area,With family,69.0,1.7271999999999998,Smoker,Rarely,Sometimes,Rarely,,Never,Often,Often,Often,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,,Nearly everyday,,Several days,Nearly everyday,Half days,Nearly everyday,Not at all,Nearly everyday,Nearly everyday,Nearly everyday,,Within 15 minutes,After 9.00 AM,More than 8 hours,More than 10 hours,Not during last month,Three or more in week,Not during last month,,Not during last month,Once or twice a week,Not during last month,Once or twice a week,Not during last month,Not during last month,Not during last month,Not during last month,Three or more in week,Very good
2021-03-06 18:10:15.914,,Facebook,Mobile Phone,,Less than 2-year,Less than 1 per day,Less than 1 hour,Frequently at anytime,500-2000,Few of them,Less than 5,To make new friends,,Yes,,Yes,Not at all,Never,No,Not trying,16.0,Male,Unmarried,Muslim,Secondary Level,Unemployed including students,,Rural Area,With family,67.0,1.7018,Smoker,Rarely,Rarely,Rarely,,,Rarely,Sometimes,Often,Not at all,,,,Half of days,Not at all,Half of days,Not at all,Not at all,Several days,Not at all,Several days,Several days,Several days,Several days,,10.01 PM to 12.00 AM,Within 15 minutes,5.01 AM to 7.00 AM,Less than 4 hours,5-7 hours,,Less then once a week,Less then once a week,Less then once a week,Not during last month,,Not during last month,Not during last month,Not during last month,Less then once a week,Less then once a week,Not during last month,Not during last month,Farely bad
2021-03-01 19:42:56.469,,Facebook,Mobile Phone,,2-5 years,1-2 per day,1-3 hours,,500-2000,Few of them,5-10,To stay connected with people,Updates of current affairs/news,Yes,No,No,Always,Most of the times,Yes,Trying to stop the use,17.0,Male,Unmarried,Muslim,Secondary Level,Unemployed including students,No income,Rural Area,With family,67.0,,Smoker,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Several days,Several days,Several days,,Half of days,,,Nearly everyday,Several days,Half days,Several days,Half days,Several days,Several days,Half days,Several days,10.01 PM to 12.00 AM,31-60,5.01 AM to 7.00 AM,4-6 hours,8-10 hours,Less then once a week,Less then once a week,Once or twice a week,Less then once a week,Less then once a week,Once or twice a week,Less then once a week,Less then once a week,Less then once a week,Once or twice a week,Less then once a week,,Less then once a week,Farely bad
,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),5-10 years,More than 5 per day,3-5 hours,Frequently at anytime,Less than 500,Many of them,5-10,To stay connected with people,Updates of current affairs/news,No,No,No,Sometimes,Never,No,Trying to reduce the use,26.0,,Unmarried,Muslim,Masters or above,Unemployed including students,No income,Urban Area,,52.0,1.4986,,Sometimes,Never,,,Sometimes,Sometimes,Never,Never,,Several days,Several days,Several days,Several days,Several days,Not at all,Not at all,,Several days,,Several days,,Not at all,Several days,Several days,10.01 PM to 12.00 AM,,5.01 AM to 7.00 AM,,8-10 hours,Not during last month,Not during last month,Less then once a week,Not during last month,Less then once a week,Not during last month,Not during last month,Less then once a week,Not during last month,,Not during last month,Not during last month,Not during last month,Very good
2021-02-20 00:08:09.157,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),2-5 years,Less than 1 per day,3-5 hours,Night to late night,500-2000,,Less than 5,To stay connected with people,,Yes,,,,Never,No,Not trying,,Female,Unmarried,Muslim,Masters or above,Private job,"10,000-40,000 Tk",Urban Area,With family,54.0,1.524,Non-smoker,Rarely,Rarely,Rarely,Never,Never,Never,,Often,Several days,Not at all,Several days,Nearly everyday,Nearly everyday,,Not at all,Several days,Not at all,Several days,Half days,Half days,Several days,Not at all,Several days,Nearly everyday,12.01 AM to 2.00 AM,,After 9.00 AM,Less than 4 hours,,Not during last month,Less then once a week,Three or more in week,Not during last month,Not during last month,Less then once a week,,Less then once a week,Not during last month,Once or twice a week,Once or twice a week,Not during last month,,Farely good
2021-03-01 19:45:46.805,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),2-5 years,More than 5 per day,3-5 hours,Evening,Less than 500,Many of them,10-20,To stay connected with people,Motivational/ informative contents,Yes,No,Yes,Sometimes,Never,Yes,Trying to reduce the use,25.0,Female,Unmarried,Hindu,,Unemployed including students,No income,Urban Area,With family,54.0,1.524,Non-smoker,Never,Never,Never,Never,Never,Never,Never,Never,,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,31-60,7.01 AM to 9.00 AM,4-6 hours,,Less then once a week,Less then once a week,Not during last month,Not during last month,Not during last month,Not during last month,,,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Farely good
2021-02-28 00:46:36.814,,Facebook,Mobile Phone,Broadband (Wi-Fi),2-5 years,Less than 1 per day,3-5 hours,Frequently at anytime,Less than 500,Most of them,10-20,To stay connected with people,Get pleasure from funny posts/ memes,Yes,No,No,,Never,Yes,Trying to reduce the use,23.0,Female,Unmarried,Muslim,,Unemployed including students,No income,Rural Area,With family,54.0,1.524,Non-smoker,Sometimes,Sometimes,Sometimes,Never,Sometimes,,Sometimes,,Several days,Several days,Nearly everyday,,Several days,Several days,Several days,Several days,Several days,Nearly everyday,Nearly everyday,Nearly everyday,Several days,Several days,Several days,Nearly everyday,12.01 AM to 2.00 AM,16-30,7.01 AM to 9.00 AM,4-6 hours,8-10 hours,Once or twice a week,Once or twice a week,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Less then once a week,Not during last month,,,,Less then once a week,Farely good
2021-03-01 15:08:05.250,Yes,Facebook,Mobile Phone,Mobile data,Less than 2-year,Less than 1 per day,,Frequently at anytime,Less than 500,All of them,Less than 5,To stay connected with people,,Yes,No,No,Always,Most of the times,No,,15.0,Male,Married,Muslim,Primary level,Unemployed including students,No income,Rural Area,With family,,,Smoker,Sometimes,Rarely,Rarely,Sometimes,,Sometimes,Often,Often,Nearly everyday,Not at all,Half of days,Several days,Half of days,Not at all,Several days,Several days,Several days,Not at all,Not at all,Not at all,Not at all,,Not at all,Not at all,10.01 PM to 12.00 AM,16-30,5.01 AM to 7.00 AM,4-6 hours,5-7 hours,Not during last month,Not during last month,,Not during last month,Not during last month,Not during last month,Not during last month,,Less then once a week,Once or twice a week,Once or twice a week,Once or twice a week,Once or twice a week,Farely good
2021-02-04 14:29:38.108,Yes,Facebook,Mobile Phone,Mobile data,More than 10 years,,1-3 hours,Frequently at anytime,500-2000,Most of them,More than 20,For time pass,Get pleasure from funny posts/ memes,Yes,No,Yes,Sometimes,,Yes,"Yes, I am trying and I have reduced using it",27.0,Female,Married,Muslim,Graduate or above,Private job,"10,000-40,000 Tk",Urban Area,With family,56.0,1.5494,Non-smoker,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Rarely,Several days,,Not at all,Half of days,Several days,Not at all,Several days,,Not at all,Not at all,,Not at all,Not at all,Not at all,Not at all,Not at all,10.01 PM to 12.00 AM,,5.01 AM to 7.00 AM,7-8 hours,5-7 hours,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Farely good
2021-03-01 18:39:22.217,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),2-5 years,Less than 1 per day,,Frequently at anytime,Less than 500,Most of them,,To stay connected with people,Motivational/ informative contents,Yes,No,No,Sometimes,Never,Yes,Trying to reduce the use,23.0,Female,Married,Muslim,Masters or above,Unemployed including students,,Urban Area,With family,56.0,1.5494,Non-smoker,,Never,Never,Rarely,Never,Never,Never,Often,Several days,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Several days,,Not at all,Not at all,Not at all,Several days,Not at all,10.01 PM to 12.00 AM,,7.01 AM to 9.00 AM,7-8 hours,8-10 hours,Not during last month,Once or twice a week,Three or more in week,Not during last month,Less then once a week,Not during last month,Not during last month,Not during last month,Less then once a week,Less then once a week,Not during last month,Not during last month,Not during last month,Farely good
2021-03-09 16:40:44.671,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),5-10 years,More than 5 per day,3-5 hours,Frequently at anytime,500-2000,Most of them,10-20,To stay connected with people,Motivational/ informative contents,Yes,,No,,Never,No,Not trying,24.0,Female,Married,Muslim,,Unemployed including students,No income,Urban Area,With family,56.0,1.5494,Non-smoker,Sometimes,Sometimes,Rarely,Often,,Rarely,Never,Sometimes,Half of days,Several days,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Not at all,Nearly everyday,,,,Half days,Nearly everyday,Half days,12.01 AM to 2.00 AM,,,7-8 hours,8-10 hours,Once or twice a week,Three or more in week,Less then once a week,Not during last month,Not during last month,Not during last month,Less then once a week,Once or twice a week,,Less then once a week,Not during last month,Not during last month,Less then once a week,Farely good
2021-03-07 22:49:06.064,Yes,Facebook,Laptop,Broadband (Wi-Fi),2-5 years,3-5 per day,Less than 1 hour,Evening,,,Less than 5,,Motivational/ informative contents,Yes,,Yes,Sometimes,Most of the times,Yes,Trying to reduce the use,16.0,Male,,Muslim,Primary level,Unemployed including students,,Rural Area,Without family,49.0,1.4478,Non-smoker,Often,Often,Often,Rarely,Rarely,,,Rarely,Several days,Half of days,Not at all,Several days,Not at all,Not at all,Nearly everyday,,Not at all,Several days,Several days,Half days,Several days,Nearly everyday,Several days,Several days,10.01 PM to 12.00 AM,Within 15 minutes,5.01 AM to 7.00 AM,4-6 hours,5-7 hours,Not during last month,Not during last month,,Three or more in week,Once or twice a week,,,Less then once a week,Once or twice a week,,Not during last month,Less then once a week,Once or twice a week,Farely bad
2021-03-09 13:26:48.755,Yes,Facebook,Desktop,Broadband (Wi-Fi),More than 10 years,More than 5 per day,Less than 1 hour,Frequently at anytime,Less than 500,Few of them,10-20,To stay connected with people,Motivational/ informative contents,No,No,No,Sometimes,Never,Yes,Trying to reduce the use,33.0,Female,Married,Muslim,Graduate Level,,"10,000-40,000 Tk",Urban Area,With family,58.0,,Non-smoker,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,,,,,Not at all,,,Not at all,,Not at all,,Not at all,Not at all,Not at all,Not at all,Not at all,10.01 PM to 12.00 AM,Within 15 minutes,Within 5.00 AM,4-6 hours,5-7 hours,Not during last month,Not during last month,Less then once a week,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Very good
2021-02-26 22:14:31.199,Yes,Facebook,Desktop,Broadband (Wi-Fi),2-5 years,3-5 per day,3-5 hours,Afternoon,500-2000,Most of them,5-10,,Get pleasure from funny posts/ memes,Yes,Yes,No,Not at all,Never,Yes,Not trying,48.0,Male,Married,Muslim,Masters or above,Govt. job,"40,000-70,000 Tk",Rural Area,With family,58.0,1.5748,Smoker,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Half of days,Not at all,Not at all,,Several days,Several days,Several days,Several days,Several days,,Nearly everyday,,,,Nearly everyday,Several days,8.00 PM to 10.00 PM,16-30,Within 5.00 AM,4-6 hours,5-7 hours,Once or twice a week,Once or twice a week,,,Three or more in week,Once or twice a week,Once or twice a week,Once or twice a week,Once or twice a week,,Once or twice a week,Once or twice a week,Less then once a week,Farely good
2021-03-05 21:05:40.231,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),2-5 years,Less than 1 per day,,Frequently at anytime,Less than 500,All of them,Less than 5,To stay connected with people,,Yes,Yes,Yes,Sometimes,Most of the times,,Not trying,17.0,Male,Unmarried,Muslim,Primary level,Daily labor/driver/housemaid,"10,000-40,000 Tk",Rural Area,With family,58.0,1.5748,Non-smoker,Sometimes,,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Several days,Not at all,,Several days,Not at all,Not at all,Not at all,,Not at all,Not at all,,Not at all,Not at all,Not at all,Not at all,Not at all,10.01 PM to 12.00 AM,Within 15 minutes,7.01 AM to 9.00 AM,,5-7 hours,,Not during last month,Less then once a week,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Less then once a week,Not during last month,Not during last month,Not during last month,Very good
2021-03-05 21:14:13.632,Yes,Facebook,Mobile Phone,Mobile data,Less than 2-year,Less than 1 per day,3-5 hours,Evening,Less than 500,Few of them,,For time pass,,Yes,Yes,No,Sometimes,Most of the times,Yes,Trying to reduce the use,16.0,Male,Unmarried,Hindu,Primary level,Daily labor/driver/housemaid,"10,000-40,000 Tk",Rural Area,,58.0,1.5748,Non-smoker,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Several days,,Not at all,Nearly everyday,Not at all,Not at all,Not at all,,Not at all,,Not at all,Several days,Several days,Not at all,Several days,Not at all,10.01 PM to 12.00 AM,16-30,5.01 AM to 7.00 AM,4-6 hours,5-7 hours,Not during last month,,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,,Not during last month,Once or twice a week,,Once or twice a week,Not during last month,Farely good
2021-03-07 18:35:41.134,Yes,,Tablet,Broadband (Wi-Fi),2-5 years,Less than 1 per day,3-5 hours,Frequently at anytime,Less than 500,Many of them,10-20,For time pass,Get pleasure from funny posts/ memes,Yes,Yes,Yes,Not at all,Never,Yes,Trying to stop the use,17.0,Female,Unmarried,Muslim,Secondary Level,Unemployed including students,No income,Rural Area,With family,58.0,1.5748,Non-smoker,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Never,Several days,Not at all,Not at all,Nearly everyday,Half of days,Not at all,Half of days,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Several days,Not at all,,10.01 PM to 12.00 AM,16-30,5.01 AM to 7.00 AM,4-6 hours,5-7 hours,Less then once a week,Not during last month,Not during last month,Not during last month,Not during last month,Less then once a week,Not during last month,Less then once a week,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Farely good
